-6.36,0,105.6,-1.4079,0,
15.1002,-16,-17.6,-17.5728,0,
-18.48,1.6,20.8,-6.98653,0,
-248.659,-248,-248,-248.336,0,
-40.04,1015.2,24,-5.9643,0,
-13.04,0.8,-9.6,-13.1019,0,
-215.856,-211.2,-211.2,-218.242,0,
-8,-2.4,20.8,0,0,
-13.6,10.4,331.2,-8.51007,0,
-13.9842,72,9.6,-11.3413,0,
-11.16,399.2,20.8,0,0,
-7.764,-6.4,-8,-19.1302,0,
-22.04,5.6,84.8,-17.6891,0,
-144.212,-144.8,-144,-153.78,0,
15.1949,-7.2,-6.4,-17.6891,0,
-184,-185.6,-182.4,-191.134,0,
-2.4,-1.6,64,-0.76,0,
-10.48,172,19.2,0,0,
-10.8349,-12.8,-6.4,-11.3858,0,
-14.64,25.6,-14.4,-22.4722,0,
-2.4,-1.6,1.6,-3.59024,0,
-214.107,-213.6,-212.8,-218.012,0,
-1.758,44,-11.2,-10.2823,0,
-21.72,-13.6,1.6,-18.9034,0,
-19.28,132.8,-17.6,0,0,
-207.853,-206.4,-201.6,-204.612,0,
-40.8,1574.4,80,-15.5747,0,
-5.56,-5.6,-4.8,-6.4,0,
1.93845,163.2,-1.6,-3.43311,0,
-18.4,11.2,256,-10.232,0,
-15.6723,-4.8,182.4,-5.63901,0,
-11.7367,-8,-12.8,-13.3836,0,
-12,97.6,1.6,-2.36304,0,
-16.88,-10.4,27.2,-9.80444,0,
-5.682,112,-6.4,0,0,
-598.72,-595.2,-598.4,-598.093,0,
7.7758,56,0,0,0,
-4.038,52.8,1.6,0,0,
-14.4,15.2,508.8,-4.0266,0,
-1.24867,-2.22045e-16,35.2,0,0,
-61.32,-62.4,-56,-62.5453,0,
-0.565574,-43.2,-40,-27.6612,0,
-38.8301,-44.8,-27.2,-43.1213,0,
-19.24,197.6,3.2,-16.8778,0,
-23.0271,-22.4,-20.8,-25.208,0,
-28.7266,-28,-28.8,-30.5309,0,
-49.8731,-50.4,-49.6,-55.7428,0,
-2.65784,-0.8,-3.2,-6.87706,0,
-233.531,-231.2,-233.6,-235.402,0,
-147.988,-141.6,-147.2,-157.026,0,
13.484,37.6,6.4,-1.482,0,
-8.8,-4,3.2,-5.8558,0,
-18.4479,121.6,11.2,-8.05321,0,
-12,390.4,16,-19.0034,0,
-18.7923,-19.2,-19.2,-18.4385,0,
-10.0154,-19.2,-12.8,-21.9674,0,
-133.408,-133.6,-131.2,-133.373,0,
-10.9668,-12,-12.8,-18.3158,0,
-7.08,-5.6,8,-6.11706,0,
-3.8559,-8.8,12.8,-5.11601,0,
-16,12.8,352,-8.15797,0,
-5.56,-0.8,25.6,-8.16757,0,
-12.5864,41.6,-3.2,-9.1964,0,
-1.21074,-6.4,-1.6,-8.63209,0,
-5.64,-0.8,48,-6.98653,0,
-27.0769,28,-24,-34.4441,0,
-4.8,3.2,78.4,-25.6035,0,
-2.32,-2.4,12.8,-9.17055,0,
-216.136,-216.8,-216,-228.206,0,
-1.83494,24,-1.6,-7.78734,0,
-16.2149,98.4,-12.8,-5.8772,0,
-17.0081,82.4,1.6,-5.79424,0,
9.92262,-10.4,12.8,101.38,0,
-0.04,-5.6,19.2,-4.58527,0,
-2.00755,-2.4,11.2,-4.58527,0,
-5.878,144.8,14.4,-8.52038,0,
-16.8927,93.6,-9.6,-25.4118,0,
-123.2,-123.2,-124.8,-135.077,0,
-9.30807,-5.6,16,-13.6779,0,
-100,-92.8,-91.2,-94.1354,0,
32.7745,1.6,-1.6,-6.57075,0,
-15.16,-19.2,-16,-17.5234,0,
-64,40,1166.4,-7.78734,0,
-25.84,227.2,22.4,-5.22428,0,
3.54918,1.6,-6.4,70.189,0,
-1.64,2.4,25.6,-9.75101,0,
-80.16,-76.8,-76.8,-83.4979,0,
-208,3661.6,164.8,0,0,
-222.96,-225.6,-224,-228.009,0,
-39.2,1747.2,65.6,0,0,
-42.1343,-44,-41.6,-41.9435,0,
-19.96,-0.8,220.8,-14.3663,0,
-63.1318,-63.2,-57.6,-64.1024,0,
-12,16,494.4,1.52,0,
-1.8,-8,11.2,-5.8178,0,
-24.094,-24.8,-22.4,-32.9395,0,
-20.8,-21.6,-20.8,-22.4,0,
-3.2,2.4,38.4,-5.62021,0,
-214.778,-214.4,-214.4,-215.101,0,
-603.607,-603.2,-603.2,-603.186,0,
-24,13.6,326.4,11.0483,0,
-244.612,-245.6,-240,-225.375,0,
-13.9259,-0.8,152,-4.9874,0,
-7.88,50.4,-1.6,-8.15797,0,
-80.9964,-98.4,-91.2,-97.9321,0,
-121.76,-124.8,-123.2,-119.555,0,
-97.6,1692.8,59.2,0,0,
-3.96,-4,-3.2,-4,0,
-43.5316,-28,-43.2,-50.3487,0,
-9.95229,-12,14.4,-13.2089,0,
-67.8836,-68.8,-60.8,-67.4289,0,
-16.84,245.6,4.8,-20.0469,0,
-224.341,-224.8,-222.4,-224.952,0,
-13.24,86.4,4.8,-11.2404,0,
-133.067,-132,-128,-138.201,0,
-319.347,-313.6,-320,-322.295,0,
-0.802,-0.8,43.2,-4.86021,0,
-21.04,155.2,-9.6,0,0,
95.7641,0,-4.8,0,0,
-4.8387,93.6,-12.8,0,0,
8.44,71.2,-4.44089e-16,-8.84457,0,
-64.84,-65.6,-65.6,-65.0474,0,
-4.56,-2.4,4.8,-4.3358,0,
-113.6,1765.6,65.6,0,0,
-20.5232,-18.4,-19.2,-31.4703,0,
-8.8,-9.6,-8,-3.41473,0,
-19.2,8,195.2,-4.58527,0,
-3.6166,-8,-9.6,-8.15797,0,
-13.6,144,6.4,0,0,
-10.5187,95.2,1.6,0,0,
-31.936,-33.6,-33.6,-40.8071,0,
-9.39902,190.4,-4.8,0,0,
-7.24,-1.6,17.6,1.83385,0,
-2.242,-2.4,8,-17.0201,0,
-512.41,-512,-508.8,-513.815,0,
0.76,-1.6,9.6,0,0,
-31.04,-31.2,-30.4,-30.4871,0,
-11.96,-12.8,-11.2,-11.2,0,
-4,-4.8,68.8,-5.83197,0,
-1.68874,118.4,-11.2,-4.3358,0,
-9.76,40.8,-11.2,-13.1684,0,
10.9235,1.6,8,132.603,0,
119.47,-4,4.8,-3.59601,0,
-20.3493,2.4,118.4,-13.1085,0,
-12.1154,-18.4,-17.6,-21.9735,0,
-23.6219,-8.8,38.4,-5.55475,0,
-8,384,24,0,0,
-588.464,-588.8,-588.8,-597.351,0,
-24.0345,103.2,24,0,0,
-28.9636,-24,-33.6,-36.8133,0,
-20.6858,-32,-35.2,-33.1083,0,
-28.56,-32,-24,-37.2823,0,
-288.529,-288.8,-284.8,-287.902,0,
-2.522,0.8,91.2,0,0,
-35.0868,-35.2,-35.2,-37.2263,0,
-44.4646,-44,-41.6,-51.9197,0,
-155.523,-156,-155.2,-157.403,0,
-22.4,626.4,22.4,-10.6911,0,
-46.9366,-48,-48,-57.0639,0,
6.6274,5.6,0,0,0,
-18.36,392.8,16,0,0,
-24.88,80,-8,-2.38963,0,
-23.2,-19.2,6.4,-18.3056,0,
-12.9125,-12,-12.8,-17.2866,0,
-2.64,46.4,-1.6,0,0,
-17.4916,-8.8,38.4,-2.42946,0,
-451.47,-452.8,-452.8,-461.785,0,
-134.8,-135.2,-129.6,-137.075,0,
-11.4137,1.6,169.6,-11.3948,0,
-10.96,-8.8,17.6,-22.9406,0,
-43.96,-44,-44.8,-41.7428,0,
-12,2.4,73.6,-2.0595,0,
-10.44,8.8,411.2,-0.028619,0,
-22.1917,10.4,-11.2,-22.4919,0,
-0.054444,55.2,4.8,0,0,
-1.6,-0.8,17.6,-1.52,0,
36.3788,-16,-20.8,-18.7421,0,
-2.36,-2.4,6.4,38.563,0,
-511.246,-512,-512,-511.468,0,
-0.8,-3.2,22.4,-6.55424,0,
-223.615,-220.8,-222.4,-236.75,0,
-33.6,999.2,33.6,0,0,
-0.04,-0.8,11.2,-9.17055,0,
-3.96,-4.8,20.8,-4.58527,0,
-15.2,-6.4,28.8,-26.0429,0,
112.264,-11.2,-12.8,-8.08457,0,
6.44382,0,-1.6,-12.8018,0,
-250.118,-249.6,-244.8,-251.755,0,
-411.22,-409.6,-411.2,-411.633,0,
-193.55,-194.4,-193.6,-198.155,0,
-102.598,-104,-99.2,-122.72,0,
-19.362,151.2,-14.4,-2.7407,0,
-103.16,-103.2,-102.4,-110.35,0,
-4.8,-2.22045e-16,97.6,-0.76,0,
-23.8336,-20,-3.2,-22.2503,0,
53.6145,2.4,-12.8,-9.17055,0,
-19.7587,-19.2,-16,-21.0955,0,
-9.76,76.8,6.4,-9.46159,0,
-11.24,100.8,-3.2,-14.8733,0,
-11.16,381.6,11.2,0,0,
2.27229,-4,-1.6,-4.68108,0,
-38.0507,252.8,12.8,-14.107,0,
-13.1707,-13.6,-12.8,-14.1837,0,
-2.36,-0.8,6.4,-4.58527,0,
-8,355.2,17.6,0,0,
-27.2,276.8,8,-8.84457,0,
-32,-32.8,-32,-32,0,
-5,26.4,-4.44089e-16,-4.3358,0,
0.52,-4,184,0,0,
-65.4,-64,-67.2,-66.2465,0,
-3.65564,-6.4,20.8,-19.502,0,
-27.16,14.4,454.4,-1.482,0,
-287.24,419.2,384,2908.83,0,
-2.99007,-17.6,-8,-25.5517,0,
-76.3993,-76.8,-75.2,-75.8345,0,
-3.87626,-4,1.6,-18.9285,0,
-5.09063,1.6,147.2,-2.1679,0,
-166.961,-165.6,-166.4,-174.521,0,
-14.2854,8.8,148.8,-5.11601,0,
-0.04,-1.6,-1.6,-4.78313,0,
-34.36,758.4,24,-6.25803,0,
-3.96,11.2,-1.6,0,0,
-2.36,-4,-6.4,-4.0266,0,
-3.918,2.4,4.8,69.4754,0,
-0.76,4.8,-1.6,0,0,
-2.61883,-1.6,9.6,-6.47241,0,
-1.55905,-2.4,16,-11.2404,0,
-8,314.4,16,0,0,
-7.2,36,-1.6,-9.17055,0,
-67.8,-69.6,-64,-71.3017,0,
-47.3802,-47.2,-46.4,-47.3365,0,
-2.28,-0.8,1.6,0,0,
-30.36,664,14.4,-10.0235,0,
-38.1582,-40,-40,-54.4588,0,
-5.7122,-4.8,1.6,-12.7598,0,
0.1521,27.2,-3.2,-3.82527,0,
-12.2,5.6,145.6,-3.43853,0,
-72.9539,-70.4,-75.2,-72.7921,0,
-10.32,5.6,102.4,0,0,
-10.478,5.6,123.2,-4.58527,0,
-131.88,-130.4,-129.6,-134.126,0,
-7.84,-1.6,19.2,-2.97421,0,
-33.7987,-35.2,-30.4,-35.6997,0,
-102.4,1948,84.8,-5.18285,0,
-11.2,-13.6,-11.2,-12.4635,0,
-96.72,-95.2,-80,-105.651,0,
95.7913,-0.8,-1.6,0,0,
-16.08,14.4,347.2,-6.55424,0,
-92.96,-96,-91.2,-104.342,0,
0,0,9.6,0,0,
-15.2,-4.8,126.4,-23.1701,0,
-2.4,-3.2,52.8,-7.20984,0,
96.558,4.8,9.6,-2.02393,0,
2.796,15.2,169.6,0,0,
-5.6,-4.8,16,-16.0695,0,
108.164,-1.6,-11.2,0,0,
-83.5067,-85.6,-84.8,-85.5363,0,
-177.248,-178.4,-176,-183.179,0,
-6.36,-6.4,16,-4.3358,0,
-17.6,297.6,9.6,-2.33785,0,
-12.76,-2.22045e-16,260.8,-7.39797,0,
-545.608,-545.6,-547.2,-548.822,0,
-6.3141,133.6,-1.6,-11.1945,0,
0.642,5.6,19.2,-2.8195,0,
-11.96,-9.6,11.2,-9.04496,0,
128.846,-6.4,-3.2,-0.76,0,
-14.478,178.4,6.4,0,0,
-181.064,-180.8,-176,-183.937,0,
-6.48,24.8,-3.2,-16.8108,0,
-15.958,-12.8,-1.6,-23.8029,0,
-45.4618,-42.4,-43.2,-43.8773,0,
-15.96,344,20.8,-4.35601,0,
-67.8075,-67.2,-67.2,-67.674,0,
11.6908,-2.4,-3.2,-6.06727,0,
-7.32,8,67.2,-2.964,0,
98.6881,3.2,3.2,-10.5562,0,
-57.6,1535.2,75.2,1.18701,0,
-2.44,0.8,-3.2,-3.54692,0,
-24.28,176.8,8,-14.2564,0,
6,-4.44089e-16,-8,-17.3688,0,
-1.6,0,38.4,0,0,
96.04,1.6,1.6,0,0,
-3.842,7.2,-1.6,-2.53335,0,
-100.554,-97.6,-100.8,-101.623,0,
-77.5261,-76.8,-76.8,-83.0113,0,
-91.16,53.6,2096,-7.52342,0,
38.0279,2.4,3.2,0,0,
-47.48,-45.6,-40,-49.9035,0,
-39.7418,-29.6,-33.6,-38.0393,0,
-31.2,716,32,0,0,
117.93,6.4,-3.2,-9.17055,0,
-2.36,-0.8,6.4,-7.3972,0,
-16,-4.8,27.2,-10.2294,0,
-5.36,-3.2,6.4,-20.1823,0,
-17.04,232.8,11.2,0,0,
-64.8981,-64,-64,-57.6459,0,
-2.32,-0.8,33.6,-2.1679,0,
-106.909,-108,-104,-105.889,0,
-17.6,104,-1.6,0,0,
85.1174,-7.2,-4.8,-4.06763,0,
-0.102975,-7.2,-6.4,-20.5646,0,
-46.876,-46.4,-44.8,-33.176,0,
-178.487,-177.6,-172.8,-177.79,0,
-16.76,450.4,16,-6.87706,0,
-62.04,-61.6,-60.8,-63.8483,0,
-15.9081,8.8,-1.6,-5.63901,0,
-16.4327,92.8,4.8,-2.43971,0,
-3.962,-2.22045e-16,4.8,-3.002,0,
-3.08,28,-1.6,0,0,
66.2938,-4.8,-3.2,-6.87706,0,
-57.7142,-59.2,-60.8,-63.4528,0,
-11.0676,104,3.2,-0.652314,0,
-22.8747,-12.8,-1.6,-7.49339,0,
-18.4,-15.2,96,-6.32674,0,
-35.2792,-36.8,-33.6,-56.3077,0,
0.387367,5.6,-1.6,-2.8195,0,
-171.447,-172,-171.2,-172.434,0,
-9.6,353.6,24,0,0,
-50.36,46.4,44.8,288.248,0,
-3.08,-2.4,4.8,-10.232,0,
-11.16,4,240,-10.9837,0,
-174.041,-173.6,-174.4,-185.091,0,
-10.322,352,19.2,-13.9731,0,
-7.2,4.8,267.2,-6.0992,0,
-3.43359,0,52.8,0,0,
-35.9611,-35.2,-32,-39.6095,0,
-43.3994,-84.8,-59.2,-57.2585,0,
-2.36046,65.6,-8,-17.6891,0,
-484.72,-485.6,-481.6,-486.28,0,
-16.8344,-20,-20.8,-23.7006,0,
-18.3219,-17.6,-17.6,-19.9286,0,
-14.32,176,8,-12.1984,0,
-112.481,-115.2,-105.6,-115.413,0,
-55.44,-56,-54.4,-54.8736,0,
-17.678,776,20.8,0,0,
-238.502,-238.4,-232,-240.871,0,
-4.836,-6.4,-4.8,-5.62467,0,
-2.90807,-1.6,22.4,-13.1085,0,
-6.67884,-12.8,-4.8,-17.2942,0,
-10.6399,161.6,-6.4,-3.57951,0,
-253.993,-252.8,-252.8,-253.731,0,
-10.44,85.6,-11.2,-2.57013,0,
1.44,68.8,9.6,0,0,
-17.76,58.4,-1.6,-13.662,0,
-1.6,4.8,17.6,0,0,
-27.2,953.6,35.2,0,0,
-28.84,208.8,-14.4,-3.29776,0,
-60.6341,-56,-60.8,-64.1193,0,
-16.918,264.8,9.6,0,0,
-9.93612,-8,8,-13.9731,0,
-27.2,709.6,38.4,0,0,
-6.4,0,68.8,-5.11601,0,
-23.16,-22.4,-22.4,-22.4266,0,
-2.4,0.8,64,-3.43853,0,
-4.40904,-3.2,-4.8,-14.2479,0,
-16.419,101.6,1.6,-14.7209,0,
-11.2,375.2,14.4,-4.0266,0,
-17.485,-18.4,20.8,-15.4298,0,
-16.4906,-16,-16,-21.1862,0,
7.6,-2.4,-1.6,-5.62021,0,
-52.84,-32,-28.8,-52.5347,0,
-155.2,-133.6,-123.2,-139.121,0,
1.43267,47.2,1.6,0,0,
71.0781,-6.4,1.6,-5.63901,0,
-157.8,-157.6,-148.8,-165.122,0,
-5.30134,-4,6.4,-13.2744,0,
-22.6929,-12,-19.2,-24.0126,0,
-28.84,864.8,51.2,0,0,
-28.0859,-6.4,35.2,-19.4079,0,
-5.69357,-0.8,25.6,-6.51954,0,
-11.0113,-2.4,-12.8,-13.8384,0,
-32.84,-8,22.4,-18.0819,0,
-647.773,-649.6,-649.6,-660.271,0,
-53.8387,-53.6,-52.8,-57.9085,0,
-1.04,-4.8,32,-2.1679,0,
72.3361,-2.4,-6.4,-5.79424,0,
-11.92,-6.4,57.6,-25.1017,0,
-30.92,-24,-32,-28.4318,0,
-7,32.8,-6.4,-5.928,0,
-19.2,602.4,28.8,0,0,
-0.2558,1.6,1.6,0,0,
-692.319,-693.6,-692.8,-692.531,0,
7.6,-3.2,-1.6,-6.87706,0,
-4,0.8,1.6,120,0,
-126.771,-128,-128,-130.802,0,
-8.8,-5.6,9.6,-10.6068,0,
-18.2224,-19.2,-9.6,-21.0564,0,
-7.04771,136.8,3.2,0,0,
-8.88,0.8,32,-5.88977,0,
-10.2693,-8.8,-8,-11.8271,0,
-6.4,4.8,4.8,153.318,0,
-45.646,-47.2,-44.8,-49.1807,0,
-521.17,-520,-518.4,-523.187,0,
-3.41267,-4.8,3.2,-9.52229,0,
-14.4,159.2,1.6,0,0,
-15.4758,100.8,-12.8,-30.9279,0,
2.32,134.4,8,0,0,
-3.156,-4,9.6,21.4587,0,
-18.32,115.2,-4.44089e-16,-6.40405,0,
-3.85335,156.8,14.4,-8.15797,0,
-17.6,23.2,27.2,433.845,0,
-59.8341,-58.4,-60.8,-62.2586,0,
-16.2576,181.6,19.2,-4.58527,0,
-6.4,6.4,156.8,0,0,
-123.614,-124,-116.8,-129.938,0,
-46.8079,-46.4,-46.4,-48.1237,0,
-5.64,-2.4,33.6,-2.8195,0,
-12.9644,-27.2,-24,-18.3827,0,
-3.2,1.6,27.2,0,0,
-2.4,29.6,0,-1.482,0,
-77.72,-72,-78.4,-80.4228,0,
-14.9187,-5.6,9.6,-7.84147,0,
-9.43623,-8.8,-6.4,-14.7164,0,
-6.95047,-6.4,-1.6,-7.70395,0,
-48.5042,1336,62.4,0,0,
-4,24.8,0,0,0,
-0.92,-3.2,14.4,-5.62021,0,
-16.343,-20,-16,-26.9943,0,
-56.9468,-57.6,-56,-63.3363,0,
1.402,23.2,1.6,0,0,
-4.76,5.6,92.8,-3.43853,0,
-210.086,-208,-209.6,-215.893,0,
-7.65702,-8,-4.8,-9.67406,0,
2.89274,305.6,17.6,0,0,
-2.36,3.2,8,108.525,0,
-29.7484,664.8,25.6,-4.58527,0,
-39.16,-4,-12.8,-12.8043,0,
-2.4,1.6,76.8,-2.8195,0,
-41.339,-40.8,-48,-50.2714,0,
-23.9991,-37.6,-27.2,-24.5721,0,
-5.08,141.6,9.6,0,0,
-194.396,-194.4,-196.8,-193.658,0,
-1.96056,-4,22.4,-2.03063,0,
-27.16,628.8,33.6,0,0,
1.56,74.4,1.6,-1.80843,0,
-64.8,-57.6,-67.2,-70.4639,0,
-15.059,12,228.8,-11.7437,0,
-51.44,-53.6,-54.4,-55.9728,0,
41.722,-6.4,8,-0.373573,0,
-12.8794,-12.8,-12.8,-17.5473,0,
-183.886,-184,-184,-187.655,0,
-20.1493,-6.4,25.6,-20.3427,0,
-212.912,-213.6,-216,-213.584,0,
-1.76177,-0.8,4.8,-5.9152,0,
-3.156,10.4,-1.6,-1.52,0,
-51.8669,-52,-51.2,-55.4573,0,
19.171,-8.8,-25.6,-8.3355,0,
0.76,0.8,11.2,0,0,
-1.68,0.8,0,-2.14743,0,
-39.24,1484,62.4,0,0,
-1.562,-1.6,20.8,-9.17055,0,
-14.56,290.4,8,0,0,
-7.50496,-8,-9.6,-6.77835,0,
-16.8,14.4,32,440,0,
-14.4,-4,40,-8.22388,0,
-295.622,-293.6,-296,-296.326,0,
-18.2,-8.8,41.6,-11.9614,0,
-16.84,-13.6,-11.2,-19.7593,0,
-1.34926,39.2,-1.6,0,0,
-81.162,-81.6,-81.6,-95.0614,0,
-12,281.6,9.6,0,0,
-0.848109,0,3.2,137.118,0,
-91.5912,-91.2,-88,-90.9096,0,
-53.3345,-53.6,-51.2,-56.3952,0,
-7.44,116,8,-14.3663,0,
-84.1309,-89.6,-88,-110.994,0,
-25.956,-18.4,-27.2,-26.0575,0,
-25.72,289.6,17.6,-16.75,0,
-12.04,402.4,16,0,0,
-2.32,1.6,0,0,0,
-3.8,3.2,6.4,0,0,
-40.7575,-34.4,-33.6,-33.6203,0,
-5.68,-6.4,28.8,-14.6005,0,
23.2889,-3.2,-4.8,-6.55424,0,
-48,44,65.6,493.368,0,
-11.5418,-14.4,-16,-36.3348,0,
-120.514,-121.6,-121.6,-124.085,0,
-0.914969,8,4.8,120.8,0,
-8.6,46.4,-4.8,-8.99101,0,
-25.52,616,19.2,-1.482,0,
-7.16,3.2,328,-1.30321,0,
-221.2,-221.6,-217.6,-222.533,0,
-11.202,0.8,36.8,9.15451,0,
-7.89161,-4.8,11.2,-9.47222,0,
-120.508,-97.6,-70.4,-102.795,0,
-16.8,715.2,40,0,0,
-6.14496,8.8,16,198.833,0,
-8.08,-6.66134e-16,27.2,-10.6618,0,
-13.64,276,1.6,-19.502,0,
-12.8,16.8,452.8,0,0,
-423.08,-420.8,-422.4,-425.161,0,
-47.2,-32,-36.8,-38.3918,0,
-13.6,47.2,-9.6,0,0,
-1.68,4,68.8,-5.63901,0,
-3.04,0.8,8,0,0,
-46.5855,-48,-48,-47.9593,0,
-3.70887,-5.6,3.2,-9.17055,0,
-261.366,-261.6,-262.4,-273.307,0,
-15.92,106.4,1.6,-6.99007,0,
-71.4193,-70.4,-70.4,-80.8924,0,
-30.48,763.2,40,0,0,
4.5259,62.4,-9.6,-4.58527,0,
-1.19143,1.6,4.8,79.059,0,
-59.48,-61.6,-59.2,-74.6361,0,
-3.16,-3.2,-3.2,-2.4,0,
-112.345,1799.2,75.2,-14.7944,0,
-4.08,-9.6,14.4,-4.3358,0,
-115.16,-115.2,-115.2,-133.61,0,
-45.92,-35.2,-43.2,-46.8487,0,
-26.36,25.6,774.4,-3.43853,0,
-96.2476,-96.8,-96,-97.0793,0,
-59.7793,-67.2,-67.2,-67.3151,0,
-11.96,6.4,393.6,-7.44421,0,
-84.92,-85.6,-83.2,-90.6402,0,
-5.436,-4,-3.2,-4.85811,0,
-11.2,5.6,225.6,0,0,
-170.44,-169.6,-169.6,-176.883,0,
62.0025,-4.8,-3.2,-4.17621,0,
-27.7042,578.4,22.4,0,0,
12.6626,-13.6,0,-10.0413,0,
-47.4766,-48,-46.4,-47.2632,0,
-29.64,32,-32,-41.4012,0,
-76.1042,-77.6,-76.8,-78.0017,0,
-3.16,4,121.6,-8.05321,0,
-4.57074,-5.6,40,-9.12193,0,
-0.8,3.2,16,0,0,
-9.6,16,260.8,0,0,
-5.27933,92.8,8,-10.6784,0,
-258.209,-257.6,-257.6,-260.493,0,
2.54313,-7.2,-9.6,-8.05321,0,
-26.4,606.4,25.6,0,0,
-7.1358,-7.2,-1.6,-15.5747,0,
-305.437,-304,-302.4,-312.021,0,
-2.282,-2.4,0,-2.91201,0,
-13.52,56.8,-4.8,-15.2439,0,
-13.53,-13.6,-12.8,-13.8474,0,
-225.912,-227.2,-220.8,-238.742,0,
-13.8,15.2,12.8,95.3887,0,
-3.92,4,4.8,153.279,0,
-51.4135,-55.2,-56,-55.9827,0,
-13.3038,-12.8,-12.8,-15.8466,0,
-3.96,-3.2,6.4,-8.05321,0,
-9.846,-10.4,-9.6,-16.8753,0,
-9.6,-6.4,30.4,-2.8195,0,
-8,0.8,35.2,1.50286,0,
-0.954969,26.4,0,0,0,
-17.6,220.8,9.6,0,0,
-10.604,-7.2,-11.2,-26.8627,0,
-160.282,-160,-160,-155.509,0,
-5.6,1.6,56,0,0,
